ID,coorte,cod_prog,code,codne,datae,tipo,voto,giud,crediti,votop,media pesata,giud2,descrizione,sesso,sesson,istituto,istituton,voto diploma,voto test
2011052,2011,52,B006823,37,2015-01-22,S,27,1,6,162,22.70,0,RETI DI CALCOLATORI,M,1,IT,3,93,16
2011052,2011,52,B003963,16,2015-07-23,S,28,1,6,168,22.70,0,STATISTICA COMPUTAZIONALE,M,1,IT,3,93,16
2011054,2011,54,B006822,36,2014-09-09,S,18,0,6,108,22.53,0,CODICI E SICUREZZA,M,1,LC,4,79,12
2011054,2011,54,B006808,27,2014-06-30,S,18,0,6,108,22.53,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LC,4,79,12
2011054,2011,54,B006803,24,2014-01-14,S,19,0,9,171,22.53,0,MATEMATICA DISCRETA E LOGICA,M,1,LC,4,79,12
2011054,2011,54,B006802,23,2012-06-18,S,20,0,12,240,22.53,0,ARCHITETTURE DEGLI ELABORATORI,M,1,LC,4,79,12
2011054,2011,54,B006818,33,2013-09-25,S,20,0,9,180,22.53,0,SISTEMI OPERATIVI,M,1,LC,4,79,12
2011054,2011,54,B006807,26,2014-02-13,S,20,0,6,120,22.53,0,ALGEBRA LINEARE,M,1,LC,4,79,12
2011054,2011,54,B006821,35,2015-02-24,S,20,0,9,180,22.53,0,INFORMATICA TEORICA,M,1,LC,4,79,12
2011054,2011,54,B006815,31,2013-07-29,S,21,0,6,126,22.53,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LC,4,79,12
2011054,2011,54,B006810,29,2013-07-19,S,21,0,9,189,22.53,0,PROGRAMMAZIONE CONCORRENTE,M,1,LC,4,79,12
2011054,2011,54,B006813,30,2014-07-25,S,22,0,9,198,22.53,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LC,4,79,12
2011054,2011,54,B015325,51,2014-07-03,S,23,0,9,207,22.53,0,FISICA GENERALE,M,1,LC,4,79,12
2011054,2011,54,B006819,34,2015-06-08,S,23,0,9,207,22.53,0,CALCOLO NUMERICO,M,1,LC,4,79,12
2011054,2011,54,B006804,25,2013-06-20,S,24,1,12,288,22.53,0,PROGRAMMAZIONE,M,1,LC,4,79,12
2011054,2011,54,B006809,28,2013-07-24,S,24,1,6,144,22.53,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,LC,4,79,12
2011054,2011,54,B006823,37,2015-01-13,S,25,1,6,150,22.53,0,RETI DI CALCOLATORI,M,1,LC,4,79,12
2011054,2011,54,B003963,16,2014-07-10,S,26,1,6,156,22.53,0,STATISTICA COMPUTAZIONALE,M,1,LC,4,79,12
2011054,2011,54,B006800,21,2012-07-11,S,27,1,12,324,22.53,0,ALGORITMI E STRUTTURE DATI,M,1,LC,4,79,12
2011054,2011,54,B006801,22,2013-02-21,S,27,1,12,324,22.53,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LC,4,79,12
2011054,2011,54,B003712,11,2014-09-15,S,27,1,6,162,22.53,0,PROGETTAZIONE E PRODUZIONE MULTIMEDIALE,M,1,LC,4,79,12
2011055,2011,55,B006822,36,2014-06-18,S,18,0,6,108,24.92,0,CODICI E SICUREZZA,M,1,LS,6,66,16
2011055,2011,55,B006807,26,2014-01-16,S,20,0,6,120,24.92,0,ALGEBRA LINEARE,M,1,LS,6,66,16
2011055,2011,55,B006819,34,2015-03-18,S,21,0,9,189,24.92,0,CALCOLO NUMERICO,M,1,LS,6,66,16
2011055,2011,55,B006818,33,2013-09-25,S,23,0,9,207,24.92,0,SISTEMI OPERATIVI,M,1,LS,6,66,16
2011055,2011,55,B006815,31,2014-02-05,S,23,0,6,138,24.92,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LS,6,66,16
2011055,2011,55,B006803,24,2013-02-06,S,24,1,9,216,24.92,0,MATEMATICA DISCRETA E LOGICA,M,1,LS,6,66,16
2011055,2011,55,B006810,29,2013-02-26,S,24,1,9,216,24.92,0,PROGRAMMAZIONE CONCORRENTE,M,1,LS,6,66,16
2011055,2011,55,B006813,30,2013-07-11,S,24,1,9,216,24.92,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LS,6,66,16
2011055,2011,55,B006804,25,2012-06-21,S,25,1,12,300,24.92,0,PROGRAMMAZIONE,M,1,LS,6,66,16
2011055,2011,55,B006802,23,2012-07-30,S,25,1,12,300,24.92,0,ARCHITETTURE DEGLI ELABORATORI,M,1,LS,6,66,16
2011055,2011,55,B006821,35,2014-02-24,S,25,1,9,225,24.92,0,INFORMATICA TEORICA,M,1,LS,6,66,16
2011055,2011,55,B006801,22,2012-07-06,S,26,1,12,312,24.92,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LS,6,66,16
2011055,2011,55,B006809,28,2014-02-19,S,26,1,6,156,24.92,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,LS,6,66,16
2011055,2011,55,B006823,37,2014-01-20,S,26,1,6,156,24.92,0,RETI DI CALCOLATORI,M,1,LS,6,66,16
2011055,2011,55,B010500,39,2015-02-27,S,26,1,6,156,24.92,0,SICUREZZA E GESTIONE DELLE RETI DI TELECOMUNICAZIONI,M,1,LS,6,66,16
2011055,2011,55,B015325,51,2015-01-30,S,26,1,9,234,24.92,0,FISICA GENERALE,M,1,LS,6,66,16
2011055,2011,55,B003712,11,2014-09-15,S,27,1,6,162,24.92,0,PROGETTAZIONE E PRODUZIONE MULTIMEDIALE,M,1,LS,6,66,16
2011055,2011,55,B006808,27,2013-07-01,S,30,1,6,180,24.92,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LS,6,66,16
2011055,2011,55,B006800,21,2012-06-19,S,31,1,12,372,24.92,0,ALGORITMI E STRUTTURE DATI,M,1,LS,6,66,16
2011060,2011,60,B006808,27,2013-07-16,S,18,0,6,108,24.40,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,IT,3,64,17
2011060,2011,60,B006810,29,2013-10-01,S,19,0,9,171,24.40,0,PROGRAMMAZIONE CONCORRENTE,M,1,IT,3,64,17
2011060,2011,60,B006822,36,2014-06-18,S,19,0,6,114,24.40,0,CODICI E SICUREZZA,M,1,IT,3,64,17
2011060,2011,60,B015325,51,2015-09-21,S,20,0,9,180,24.40,0,FISICA GENERALE,M,1,IT,3,64,17
2011060,2011,60,B006807,26,2013-10-03,S,21,0,6,126,24.40,0,ALGEBRA LINEARE,M,1,IT,3,64,17
2011060,2011,60,B006803,24,2013-07-30,S,21,0,9,189,24.40,0,MATEMATICA DISCRETA E LOGICA,M,1,IT,3,64,17
2011060,2011,60,B014443,47,2014-06-25,S,21,0,6,126,24.40,0,DATA WAREHOUSING,M,1,IT,3,64,17
2011060,2011,60,B006815,31,2013-06-10,S,23,0,6,138,24.40,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,IT,3,64,17
2011060,2011,60,B006821,35,2015-02-24,S,24,1,9,216,24.40,0,INFORMATICA TEORICA,M,1,IT,3,64,17
2011060,2011,60,B006819,34,2014-06-10,S,24,1,9,216,24.40,0,CALCOLO NUMERICO,M,1,IT,3,64,17
2011060,2011,60,B006802,23,2013-01-18,S,25,1,12,300,24.40,0,ARCHITETTURE DEGLI ELABORATORI,M,1,IT,3,64,17
2011060,2011,60,B003963,16,2014-09-11,S,25,1,6,150,24.40,0,STATISTICA COMPUTAZIONALE,M,1,IT,3,64,17
2011060,2011,60,B006809,28,2015-01-20,S,25,1,6,150,24.40,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,IT,3,64,17
2011060,2011,60,B006813,30,2013-09-20,S,26,1,9,234,24.40,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,IT,3,64,17
2011060,2011,60,B006818,33,2014-01-30,S,27,1,9,243,24.40,0,SISTEMI OPERATIVI,M,1,IT,3,64,17
2011060,2011,60,B006823,37,2014-02-27,S,27,1,6,162,24.40,0,RETI DI CALCOLATORI,M,1,IT,3,64,17
2011060,2011,60,B006804,25,2012-07-10,S,28,1,12,336,24.40,0,PROGRAMMAZIONE,M,1,IT,3,64,17
2011060,2011,60,B006801,22,2012-07-27,S,30,1,12,360,24.40,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,IT,3,64,17
2011060,2011,60,B006800,21,2012-06-22,S,30,1,12,360,24.40,0,ALGORITMI E STRUTTURE DATI,M,1,IT,3,64,17
2011061,2011,61,B006808,27,2015-01-14,S,18,0,6,108,21.34,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,TC,7,68,13
2011061,2011,61,B006803,24,2015-02-06,S,18,0,9,162,21.34,0,MATEMATICA DISCRETA E LOGICA,M,1,TC,7,68,13
2011061,2011,61,B006815,31,2015-09-11,S,18,0,6,108,21.34,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,TC,7,68,13
2011061,2011,61,B006819,34,2017-07-24,S,18,0,9,162,21.34,0,CALCOLO NUMERICO,M,1,TC,7,68,13
2011061,2011,61,B006821,35,2017-09-07,S,18,0,9,162,21.34,0,INFORMATICA TEORICA,M,1,TC,7,68,13
2011061,2011,61,B006804,25,2012-09-20,S,19,0,12,228,21.34,0,PROGRAMMAZIONE,M,1,TC,7,68,13
2011061,2011,61,B006807,26,2014-09-25,S,19,0,6,114,21.34,0,ALGEBRA LINEARE,M,1,TC,7,68,13
2011061,2011,61,B006801,22,2014-02-27,S,20,0,12,240,21.34,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,TC,7,68,13
2011061,2011,61,B006813,30,2015-02-18,S,20,0,9,180,21.34,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,TC,7,68,13
2011061,2011,61,B006802,23,2014-02-28,S,21,0,12,252,21.34,0,ARCHITETTURE DEGLI ELABORATORI,M,1,TC,7,68,13
2011061,2011,61,B006810,29,2013-06-20,S,22,0,9,198,21.34,0,PROGRAMMAZIONE CONCORRENTE,M,1,TC,7,68,13
2011061,2011,61,B006818,33,2015-02-11,S,22,0,9,198,21.34,0,SISTEMI OPERATIVI,M,1,TC,7,68,13
2011061,2011,61,B006823,37,2016-07-06,S,22,0,6,132,21.34,0,RETI DI CALCOLATORI,M,1,TC,7,68,13
2011061,2011,61,B006822,36,2016-02-29,S,23,0,6,138,21.34,0,CODICI E SICUREZZA,M,1,TC,7,68,13
2011061,2011,61,B006809,28,2014-01-22,S,24,1,6,144,21.34,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,TC,7,68,13
2011061,2011,61,B015325,51,2017-03-28,S,25,1,9,225,21.34,0,FISICA GENERALE,M,1,TC,7,68,13
2011061,2011,61,B006800,21,2012-06-19,S,26,1,12,312,21.34,0,ALGORITMI E STRUTTURE DATI,M,1,TC,7,68,13
2011061,2011,61,B010500,39,2016-06-20,S,27,1,6,162,21.34,0,SICUREZZA E GESTIONE DELLE RETI DI TELECOMUNICAZIONI,M,1,TC,7,68,13
2011061,2011,61,B003963,16,2016-09-08,S,28,1,6,168,21.34,0,STATISTICA COMPUTAZIONALE,M,1,TC,7,68,13
2011063,2011,63,B006808,27,2013-07-16,S,18,0,6,108,22.04,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,AL,1,74,17
2011063,2011,63,B006822,36,2014-07-24,S,18,0,6,108,22.04,0,CODICI E SICUREZZA,M,1,AL,1,74,17
2011063,2011,63,B006823,37,2015-09-29,S,18,0,6,108,22.04,0,RETI DI CALCOLATORI,M,1,AL,1,74,17
2011063,2011,63,B006815,31,2013-07-01,S,19,0,6,114,22.04,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,AL,1,74,17
2011063,2011,63,B015325,51,2016-06-28,S,19,0,9,171,22.04,0,FISICA GENERALE,M,1,AL,1,74,17
2011063,2011,63,B006807,26,2013-02-25,S,20,0,6,120,22.04,0,ALGEBRA LINEARE,M,1,AL,1,74,17
2011063,2011,63,B006813,30,2014-01-30,S,21,0,9,189,22.04,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,AL,1,74,17
2011063,2011,63,B006802,23,2015-09-14,S,21,0,12,252,22.04,0,ARCHITETTURE DEGLI ELABORATORI,M,1,AL,1,74,17
2011063,2011,63,B006819,34,2015-06-09,S,21,0,9,189,22.04,0,CALCOLO NUMERICO,M,1,AL,1,74,17
2011063,2011,63,B006821,35,2016-09-15,S,21,0,9,189,22.04,0,INFORMATICA TEORICA,M,1,AL,1,74,17
2011063,2011,63,B006804,25,2012-07-25,S,22,0,12,264,22.04,0,PROGRAMMAZIONE,M,1,AL,1,74,17
2011063,2011,63,B006818,33,2015-02-25,S,23,0,9,207,22.04,0,SISTEMI OPERATIVI,M,1,AL,1,74,17
2011063,2011,63,B006801,22,2012-07-06,S,24,1,12,288,22.04,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,AL,1,74,17
2011063,2011,63,B006800,21,2014-02-17,S,24,1,12,288,22.04,0,ALGORITMI E STRUTTURE DATI,M,1,AL,1,74,17
2011063,2011,63,B006810,29,2014-02-04,S,25,1,9,225,22.04,0,PROGRAMMAZIONE CONCORRENTE,M,1,AL,1,74,17
2011063,2011,63,B006809,28,2014-06-05,S,25,1,6,150,22.04,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,AL,1,74,17
2011063,2011,63,B014443,47,2015-07-09,S,25,1,6,150,22.04,0,DATA WAREHOUSING,M,1,AL,1,74,17
2011063,2011,63,B003963,16,2015-09-02,S,25,1,6,150,22.04,0,STATISTICA COMPUTAZIONALE,M,1,AL,1,74,17
2011063,2011,63,B006803,24,2014-01-13,S,26,1,9,234,22.04,0,MATEMATICA DISCRETA E LOGICA,M,1,AL,1,74,17
2011064,2011,64,B006808,27,2013-07-01,S,18,0,6,108,26.40,1,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,,,,
2011064,2011,64,B006822,36,2015-03-02,S,19,0,6,114,26.40,1,CODICI E SICUREZZA,M,1,,,,
2011064,2011,64,B015325,51,2017-01-12,S,22,0,9,198,26.40,1,FISICA GENERALE,M,1,,,,
2011064,2011,64,B003725,13,2017-02-06,S,24,1,6,144,26.40,1,INTELLIGENZA ARTIFICIALE,M,1,,,,
2011064,2011,64,B006803,24,2014-07-02,S,25,1,9,225,26.40,1,MATEMATICA DISCRETA E LOGICA,M,1,,,,
2011064,2011,64,B006815,31,2014-09-16,S,25,1,6,150,26.40,1,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,,,,
2011064,2011,64,B006807,26,2015-01-16,S,25,1,6,150,26.40,1,ALGEBRA LINEARE,M,1,,,,
2011064,2011,64,B006819,34,2016-10-11,S,25,1,9,225,26.40,1,CALCOLO NUMERICO,M,1,,,,
2011064,2011,64,B006809,28,2016-02-18,S,25,1,6,150,26.40,1,METODOLOGIE DI PROGRAMMAZIONE,M,1,,,,
2011064,2011,64,B006821,35,2016-07-27,S,25,1,9,225,26.40,1,INFORMATICA TEORICA,M,1,,,,
2011064,2011,64,B006804,25,2012-07-10,S,27,1,12,324,26.40,1,PROGRAMMAZIONE,M,1,,,,
2011064,2011,64,B006813,30,2014-07-07,S,27,1,9,243,26.40,1,BASI DI DATI E SISTEMI INFORMATIVI,M,1,,,,
2011064,2011,64,B006802,23,2014-02-28,S,28,1,12,336,26.40,1,ARCHITETTURE DEGLI ELABORATORI,M,1,,,,
2011064,2011,64,B006818,33,2015-09-16,S,28,1,9,252,26.40,1,SISTEMI OPERATIVI,M,1,,,,
2011064,2011,64,B006801,22,2012-09-21,S,29,1,12,348,26.40,1,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,,,,
2011064,2011,64,B006800,21,2012-07-31,S,30,1,12,360,26.40,1,ALGORITMI E STRUTTURE DATI,M,1,,,,
2011064,2011,64,B012501,41,2016-06-06,S,30,1,6,180,26.40,1,DOCUMENTAZIONE AUTOMATICA,M,1,,,,
2011064,2011,64,B006810,29,2013-02-26,S,31,1,9,279,26.40,1,PROGRAMMAZIONE CONCORRENTE,M,1,,,,
2011064,2011,64,B006823,37,2016-02-04,S,31,1,6,186,26.40,1,RETI DI CALCOLATORI,M,1,,,,
2011077,2011,77,B006803,24,2012-06-14,S,20,0,9,180,25.06,0,MATEMATICA DISCRETA E LOGICA,M,1,LS,6,100,19
2011077,2011,77,B006819,34,2014-06-10,S,22,0,9,198,25.06,0,CALCOLO NUMERICO,M,1,LS,6,100,19
2011077,2011,77,B006821,35,2014-07-30,S,22,0,9,198,25.06,0,INFORMATICA TEORICA,M,1,LS,6,100,19
2011077,2011,77,B006802,23,2012-07-30,S,23,0,12,276,25.06,0,ARCHITETTURE DEGLI ELABORATORI,M,1,LS,6,100,19
2011077,2011,77,B006815,31,2013-07-01,S,23,0,6,138,25.06,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LS,6,100,19
2011077,2011,77,B003963,16,2014-07-10,S,23,0,6,138,25.06,0,STATISTICA COMPUTAZIONALE,M,1,LS,6,100,19
2011077,2011,77,B006822,36,2014-07-24,S,23,0,6,138,25.06,0,CODICI E SICUREZZA,M,1,LS,6,100,19
2011077,2011,77,B006804,25,2012-07-10,S,24,1,12,288,25.06,0,PROGRAMMAZIONE,M,1,LS,6,100,19
2011077,2011,77,B006809,28,2013-06-26,S,24,1,6,144,25.06,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,LS,6,100,19
2011077,2011,77,B006818,33,2013-09-06,S,25,1,9,225,25.06,0,SISTEMI OPERATIVI,M,1,LS,6,100,19
2011077,2011,77,B006813,30,2013-06-28,S,25,1,9,225,25.06,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LS,6,100,19
2011077,2011,77,B006800,21,2012-07-11,S,27,1,12,324,25.06,0,ALGORITMI E STRUTTURE DATI,M,1,LS,6,100,19
2011077,2011,77,B006810,29,2013-07-19,S,27,1,9,243,25.06,0,PROGRAMMAZIONE CONCORRENTE,M,1,LS,6,100,19
2011077,2011,77,B015325,51,2013-09-16,S,27,1,9,243,25.06,0,FISICA GENERALE,M,1,LS,6,100,19
2011077,2011,77,B006801,22,2012-06-22,S,28,1,12,336,25.06,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LS,6,100,19
2011077,2011,77,B006808,27,2013-03-11,S,28,1,6,168,25.06,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LS,6,100,19
2011077,2011,77,B006807,26,2013-09-05,S,28,1,6,168,25.06,0,ALGEBRA LINEARE,M,1,LS,6,100,19
2011077,2011,77,B006624,20,2014-04-14,TF,29,1,6,174,25.06,0,ANTROPOLOGIA,M,1,LS,6,100,19
2011077,2011,77,B006823,37,2014-01-20,S,30,1,6,180,25.06,0,RETI DI CALCOLATORI,M,1,LS,6,100,19
2011080,2011,80,B006808,27,2014-07-28,S,18,0,6,108,23.62,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LS,6,66,17
2011080,2011,80,B006819,34,2014-06-25,S,18,0,9,162,23.62,0,CALCOLO NUMERICO,M,1,LS,6,66,17
2011080,2011,80,B006822,36,2016-02-29,S,19,0,6,114,23.62,0,CODICI E SICUREZZA,M,1,LS,6,66,17
2011080,2011,80,B006815,31,2016-02-10,S,19,0,6,114,23.62,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LS,6,66,17
2011080,2011,80,B006803,24,2014-01-13,S,20,0,9,180,23.62,0,MATEMATICA DISCRETA E LOGICA,M,1,LS,6,66,17
2011080,2011,80,B006818,33,2015-01-26,S,21,0,9,189,23.62,0,SISTEMI OPERATIVI,M,1,LS,6,66,17
2011080,2011,80,B003422,10,2014-06-13,S,22,0,6,132,23.62,0,FONDAMENTI DI TELEMATICA,M,1,LS,6,66,17
2011080,2011,80,B006807,26,2014-05-05,S,23,0,6,138,23.62,0,ALGEBRA LINEARE,M,1,LS,6,66,17
2011080,2011,80,B006821,35,2015-09-11,S,23,0,9,207,23.62,0,INFORMATICA TEORICA,M,1,LS,6,66,17
2011080,2011,80,B006809,28,2013-09-11,S,24,1,6,144,23.62,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,LS,6,66,17
2011080,2011,80,B006804,25,2013-07-18,S,24,1,12,288,23.62,0,PROGRAMMAZIONE,M,1,LS,6,66,17
2011080,2011,80,B006802,23,2013-02-18,S,25,1,12,300,23.62,0,ARCHITETTURE DEGLI ELABORATORI,M,1,LS,6,66,17
2011080,2011,80,B006800,21,2012-07-11,S,25,1,12,300,23.62,0,ALGORITMI E STRUTTURE DATI,M,1,LS,6,66,17
2011080,2011,80,B006810,29,2014-02-04,S,25,1,9,225,23.62,0,PROGRAMMAZIONE CONCORRENTE,M,1,LS,6,66,17
2011080,2011,80,B006813,30,2014-02-18,S,25,1,9,225,23.62,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LS,6,66,17
2011080,2011,80,B006801,22,2014-02-27,S,26,1,12,312,23.62,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LS,6,66,17
2011080,2011,80,B006823,37,2015-01-22,S,28,1,6,168,23.62,0,RETI DI CALCOLATORI,M,1,LS,6,66,17
2011080,2011,80,B015325,51,2015-09-21,S,30,1,9,270,23.62,0,FISICA GENERALE,M,1,LS,6,66,17
2011080,2011,80,B003712,11,2015-02-27,S,30,1,6,180,23.62,0,PROGETTAZIONE E PRODUZIONE MULTIMEDIALE,M,1,LS,6,66,17
2011081,2011,81,B006807,26,2015-01-20,S,18,0,6,108,22.42,0,ALGEBRA LINEARE,M,1,LS,6,63,14
2011081,2011,81,B006808,27,2015-06-30,S,18,0,6,108,22.42,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LS,6,63,14
2011081,2011,81,B006821,35,2015-07-27,S,19,0,9,171,22.42,0,INFORMATICA TEORICA,M,1,LS,6,63,14
2011081,2011,81,B006809,28,2014-02-19,S,20,0,6,120,22.42,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,LS,6,63,14
2011081,2011,81,B006803,24,2014-01-14,S,20,0,9,180,22.42,0,MATEMATICA DISCRETA E LOGICA,M,1,LS,6,63,14
2011081,2011,81,B006822,36,2015-06-29,S,20,0,6,120,22.42,0,CODICI E SICUREZZA,M,1,LS,6,63,14
2011081,2011,81,B015325,51,2016-06-23,S,20,0,9,180,22.42,0,FISICA GENERALE,M,1,LS,6,63,14
2011081,2011,81,B006810,29,2013-07-19,S,21,0,9,189,22.42,0,PROGRAMMAZIONE CONCORRENTE,M,1,LS,6,63,14
2011081,2011,81,B006813,30,2014-07-11,S,21,0,9,189,22.42,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LS,6,63,14
2011081,2011,81,B006801,22,2014-07-23,S,23,0,12,276,22.42,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LS,6,63,14
2011081,2011,81,B006819,34,2015-06-08,S,23,0,9,207,22.42,0,CALCOLO NUMERICO,M,1,LS,6,63,14
2011081,2011,81,B006802,23,2012-06-18,S,24,1,12,288,22.42,0,ARCHITETTURE DEGLI ELABORATORI,M,1,LS,6,63,14
2011081,2011,81,B006818,33,2014-01-21,S,24,1,9,216,22.42,0,SISTEMI OPERATIVI,M,1,LS,6,63,14
2011081,2011,81,B006804,25,2013-06-20,S,24,1,12,288,22.42,0,PROGRAMMAZIONE,M,1,LS,6,63,14
2011081,2011,81,B006815,31,2014-09-16,S,24,1,6,144,22.42,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LS,6,63,14
2011081,2011,81,B003719,12,2015-07-27,S,24,1,6,144,22.42,0,INFORMATICA INDUSTRIALE,M,1,LS,6,63,14
2011081,2011,81,B006800,21,2013-06-20,S,25,1,12,300,22.42,0,ALGORITMI E STRUTTURE DATI,M,1,LS,6,63,14
2011081,2011,81,B003372,8,2015-03-27,S,26,1,6,156,22.42,0,INGEGNERIA DEL SOFTWARE,M,1,LS,6,63,14
2011081,2011,81,B006823,37,2015-01-13,S,30,1,6,180,22.42,0,RETI DI CALCOLATORI,M,1,LS,6,63,14
2011088,2011,88,B018758,56,2016-07-27,S,18,0,6,108,25.82,0,INFORMATICA TEORICA,M,1,LS,6,38,19
2011088,2011,88,B006815,31,2014-01-08,S,21,0,0,0,25.82,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,LS,6,38,19
2011088,2011,88,B006803,24,2012-09-13,S,22,0,9,198,25.82,0,MATEMATICA DISCRETA E LOGICA,M,1,LS,6,38,19
2011088,2011,88,B012501,41,2016-11-02,S,23,0,6,138,25.82,0,DOCUMENTAZIONE AUTOMATICA,M,1,LS,6,38,19
2011088,2011,88,B006819,34,2017-07-20,S,23,0,9,207,25.82,0,CALCOLO NUMERICO,M,1,LS,6,38,19
2011088,2011,88,B006807,26,2015-01-16,S,24,1,6,144,25.82,0,ALGEBRA LINEARE,M,1,LS,6,38,19
2011088,2011,88,B006802,23,2013-07-08,S,25,1,12,300,25.82,0,ARCHITETTURE DEGLI ELABORATORI,M,1,LS,6,38,19
2011088,2011,88,B015325,51,2014-09-18,S,25,1,9,225,25.82,0,FISICA GENERALE,M,1,LS,6,38,19
2011088,2011,88,B006810,29,2014-02-04,S,26,1,9,234,25.82,0,PROGRAMMAZIONE CONCORRENTE,M,1,LS,6,38,19
2011088,2011,88,B006818,33,2015-09-16,S,26,1,9,234,25.82,0,SISTEMI OPERATIVI,M,1,LS,6,38,19
2011088,2011,88,B006809,28,2015-01-20,S,26,1,6,156,25.82,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,LS,6,38,19
2011088,2011,88,B006823,37,2016-02-29,S,26,1,6,156,25.82,0,RETI DI CALCOLATORI,M,1,LS,6,38,19
2011088,2011,88,B006808,27,2014-06-30,S,27,1,6,162,25.82,0,ANALISI II: FUNZIONI DI PIU' VARIABILI,M,1,LS,6,38,19
2011088,2011,88,B018759,57,2016-01-26,S,27,1,9,243,25.82,0,INTERPRETI E COMPILATORI,M,1,LS,6,38,19
2011088,2011,88,B006804,25,2012-09-20,S,28,1,12,336,25.82,0,PROGRAMMAZIONE,M,1,LS,6,38,19
2011088,2011,88,B006800,21,2012-07-11,S,28,1,12,336,25.82,0,ALGORITMI E STRUTTURE DATI,M,1,LS,6,38,19
2011088,2011,88,B006801,22,2013-09-19,S,28,1,12,336,25.82,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,LS,6,38,19
2011088,2011,88,B006813,30,2015-07-30,S,28,1,9,252,25.82,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,LS,6,38,19
2011088,2011,88,B014445,48,2017-07-07,S,31,1,6,186,25.82,0,INTERAZIONE UOMO MACCHINA,M,1,LS,6,38,19
2011096,2011,96,B006815,31,2013-07-01,S,21,0,6,126,25.79,0,CALCOLO DELLE PROBABILITA' E STATISTICA,M,1,,,,
2011096,2011,96,B006822,36,2014-09-09,S,22,0,6,132,25.79,0,CODICI E SICUREZZA,M,1,,,,
2011096,2011,96,B006804,25,2012-07-10,S,24,1,12,288,25.79,0,PROGRAMMAZIONE,M,1,,,,
2011096,2011,96,B006801,22,2012-07-06,S,24,1,12,288,25.79,0,ANALISI I: CALCOLO DIFFERENZIALE ED INTEGRALE,M,1,,,,
2011096,2011,96,B006809,28,2013-06-26,S,24,1,6,144,25.79,0,METODOLOGIE DI PROGRAMMAZIONE,M,1,,,,
2011096,2011,96,B006813,30,2013-09-20,S,25,1,9,225,25.79,0,BASI DI DATI E SISTEMI INFORMATIVI,M,1,,,,
2011096,2011,96,B006818,33,2014-02-03,S,25,1,9,225,25.79,0,SISTEMI OPERATIVI,M,1,,,,
2011096,2011,96,B006821,35,2014-01-20,S,25,1,9,225,25.79,0,INFORMATICA TEORICA,M,1,,,,
